SOG,COG,Heading,LON,LAT,Cluster
0.0,0.0,0,-91.09836,29.69115,1
12.2,217.0,217,-88.93735,28.74317,2
0.0,0.0,0,-95.2377,29.7219,1
14.6,279.8,511,-93.19057,29.32691,2
0.3,291.5,237,-88.88757,29.41573,2
0.0,0.0,0,-95.09793,29.74722,1
11.9,296.5,297,-95.65571,27.25256,2
10.0,177.0,180,-79.50511,27.05555,0
3.3,186.0,188,-79.54592,25.90149,0
0.0,0.0,0,-94.78015,29.36235,1
0.0,0.0,0,-94.77398,29.32729,1
7.6,279.3,282,-93.90421,29.98552,2
0.0,0.0,0,-92.1432,29.79173,1
0.0,0.0,0,-89.90782,29.88984,1
12.9,117.1,118,-86.31971,28.67065,1
0.0,0.0,0,-91.09838,29.69114,1
0.0,0.0,0,-91.09841,29.69116,1
11.9,296.0,294,-89.91263,28.93842,2
10.2,312.0,313,-94.35617,29.12499,2
0.1,136.3,262,-94.73215,29.3501,2
7.5,292.6,292,-89.87786,29.60903,2
0.0,0.0,0,-94.78017,29.36234,1
0.0,0.0,0,-94.62242,29.19533,1
4.8,95.2,82,-83.13634,27.58951,0
0.0,0.0,0,-94.49169,28.80032,1
0.0,0.0,0,-94.47087,29.2451,1
102.3,360.0,511,-91.09843,29.69107,2
1.8,328.1,4,-80.01032,26.08926,0
3.0,74.5,56,-93.74585,29.5819,1
4.1,115.5,98,-93.7483,29.58215,1
10.3,256.1,259,-81.8113,23.72181,0
0.0,0.0,0,-96.84756,27.3407,1
0.0,0.0,0,-89.76499,29.54286,1
0.0,0.0,0,-89.76502,29.54283,1
0.0,0.0,0,-93.32702,29.78556,1
0.0,0.0,0,-92.00992,29.3241,1
0.0,0.0,0,-96.91115,27.82184,1
7.1,275.5,275,-96.86795,27.80528,2
0.0,0.0,0,-95.28496,29.74645,1
6.5,278.0,284,-95.22005,29.7245,2
0.0,0.0,0,-97.19162,27.82252,1
11.3,331.9,337,-89.14789,28.36143,2
0.0,0.0,0,-97.37878,25.95844,1
11.3,332.2,337,-89.14512,28.3568,2
0.0,0.0,0,-94.73215,29.35015,1
0.0,0.0,0,-93.32704,29.78553,1
0.0,0.0,0,-89.35584,29.25758,1
0.0,0.0,0,-95.27557,29.73066,1
2.4,131.0,113,-94.77968,27.17338,1
14.8,91.3,103,-89.44723,29.36415,1
0.0,0.0,0,-89.33983,28.88608,1
0.0,0.0,0,-93.32484,29.795,1
0.0,0.0,0,-94.59975,29.31882,1
7.6,132.0,133,-81.11459,32.10212,1
0.3,250.0,234,-88.88753,29.41569,2
0.0,0.0,0,-95.00383,29.68064,1
0.0,0.0,0,-94.78014,29.36235,1
0.0,0.0,0,-93.18424,29.32277,1
1.7,315.8,349,-80.00992,26.0888,0
10.2,327.6,326,-94.91887,29.56311,2
8.2,249.4,250,-81.17211,24.37155,0
0.0,0.0,0,-96.81315,27.829,1
0.0,0.0,0,-82.63029,27.77637,0
0.0,0.0,0,-82.63028,27.77638,0
0.0,0.0,0,-94.55421,29.29386,1
17.4,147.8,145,-80.28262,28.11833,0
6.1,133.8,134,-81.11075,32.0991,1
7.8,280.9,283,-93.90705,29.986,2
0.0,0.0,0,-93.71546,29.35911,1
0.0,0.0,0,-94.62232,29.19542,1
0.0,0.0,0,-90.08109,29.90116,1
7.5,275.5,276,-96.86527,27.80503,2
13.3,69.2,511,-89.26894,28.9163,2
11.1,327.0,328,-94.93496,29.58411,2
0.0,0.0,0,-95.20449,29.74185,1
10.1,201.5,201,-79.6427,25.0084,0
6.3,266.0,264,-95.2267,29.72548,2
11.9,295.6,294,-89.91654,28.94008,2
0.0,0.0,0,-92.14277,29.79145,1
16.3,318.9,321,-92.91074,28.26516,2
0.1,360.0,511,-92.69097,29.33915,2
0.0,0.0,0,-80.12084,26.07459,0
0.0,0.0,0,-92.00992,29.32411,1
11.8,334.5,336,-94.85936,29.48211,2
2.2,248.1,511,-89.49418,28.92776,2
0.0,0.0,0,-89.35572,29.25749,1
0.0,0.0,0,-89.35585,29.25757,1
10.7,326.3,328,-94.9396,29.59026,2
0.0,0.0,0,-80.24542,25.79636,0
0.0,0.0,0,-82.63029,27.77637,0
10.1,323.8,323,-94.9232,29.5686,2
10.0,323.7,323,-94.92572,29.57165,2
17.5,147.7,145,-80.27611,28.10919,0
0.3,284.1,282,-93.91292,29.98722,2
0.7,283.1,285,-93.91005,29.98656,2
0.0,0.0,0,-95.28496,29.74646,1
0.1,182.0,75,-89.33956,28.88568,1
0.0,0.0,0,-89.33986,28.88609,1
0.0,0.0,0,-93.97021,30.01072,1
0.0,0.0,0,-90.28406,29.96331,1
0.0,0.0,0,-90.43934,29.99229,1
10.2,311.0,312,-94.35905,29.12725,2
3.7,120.0,100,-94.77863,27.17278,1
0.0,0.0,0,-90.08111,29.90116,1
0.0,0.0,0,-90.08111,29.90114,1
0.0,0.0,0,-90.28409,29.96332,1
2.3,51.3,44,-93.74498,29.58235,1
0.0,0.0,0,-93.32703,29.78554,1
7.5,290.5,293,-89.88044,29.60997,2
7.4,294.8,295,-89.88548,29.61201,2
10.3,256.3,260,-81.8164,23.72064,0
0.0,0.0,0,-93.32483,29.79503,1
0.0,0.0,0,-89.765,29.54286,1
11.8,276.2,274,-95.63086,25.4937,2
0.0,0.0,0,-95.31857,28.93897,1
0.0,0.0,0,-89.35585,29.25757,1
0.0,0.0,0,-89.35584,29.25758,1
5.5,100.0,76,-94.77622,27.1721,1
0.0,0.0,0,-90.08108,29.90115,1
3.2,185.0,188,-79.54615,25.89946,0
3.1,187.0,188,-79.54643,25.89744,0
8.6,310.3,314,-94.53406,29.24752,2
0.0,0.0,0,-90.2144,29.14262,1
6.5,272.8,284,-96.87046,27.80538,2
11.8,295.6,295,-89.93249,28.94682,2
0.0,0.0,0,-92.14278,29.79145,1
0.0,0.0,0,-94.51393,29.15337,1
0.0,0.0,0,-96.91117,27.82189,1
8.2,311.0,314,-94.53645,29.24931,2
6.4,282.0,272,-95.22448,29.72553,2
11.9,297.8,298,-95.66345,27.25609,2
10.0,326.4,326,-94.9279,29.57436,2
2.1,240.8,511,-89.49568,28.92705,2
1.8,340.6,19,-80.0106,26.08977,0
0.0,0.0,0,-94.45422,29.24705,1
15.6,110.1,110,-89.43212,29.36027,1
9.1,311.0,314,-94.53166,29.2457,2
0.0,0.0,0,-90.2144,29.14262,1
0.0,0.0,0,-93.32484,29.79504,1
1.9,215.8,141,-89.59528,28.46582,2
0.0,0.0,0,-92.00992,29.32412,1
8.0,293.2,295,-89.8881,29.61308,2
0.0,0.0,0,-94.54287,29.31356,1
0.0,0.0,0,-92.14278,29.79145,1
0.0,0.0,0,-92.14278,29.79145,1
0.0,0.0,0,-94.52481,29.28345,1
0.0,0.0,0,-82.55975,27.6331,0
0.2,281.6,281,-93.91563,29.98772,2
0.0,0.0,0,-97.20659,27.82095,1
0.0,0.0,0,-95.2756,29.73065,1
0.0,0.0,0,-97.2066,27.82093,1
10.2,311.2,312,-94.36481,29.13163,2
0.4,349.8,4,-80.07831,26.12316,0
6.1,134.4,134,-81.10908,32.09772,1
17.5,146.8,145,-80.2726,28.10427,0
15.3,109.7,109,-89.43705,29.36183,1
0.2,186.7,511,-89.24055,28.96708,2
0.0,0.0,0,-94.52481,29.28345,1
0.0,0.0,0,-93.6248,29.41032,1
9.8,323.3,323,-94.94387,29.5958,2
10.2,310.9,312,-94.36189,29.1294,2
0.1,50.7,326,-91.00684,30.1764,1
0.1,277.6,98,-96.91122,27.82194,2
0.0,0.0,0,-88.50896,30.3393,1
17.6,148.3,146,-80.26939,28.09972,0
0.0,0.0,0,-96.81318,27.82912,1
0.0,0.0,0,-94.6224,29.19537,1
0.0,0.0,0,-94.45429,29.24705,1
0.0,0.0,0,-82.63031,27.77638,0
0.0,0.0,0,-97.06946,27.84009,1
0.1,281.0,282,-93.91805,29.98814,2
0.0,0.0,0,-89.90779,29.88985,1
0.0,0.0,0,-94.48673,29.25405,1
0.0,0.0,0,-90.21198,29.14574,1
2.0,238.3,511,-89.49635,28.92669,2
0.0,0.0,0,-94.57543,29.32596,1
102.3,360.0,511,-91.09842,29.69095,2
0.0,0.0,0,-82.55976,27.63309,0
0.0,0.0,0,-94.88938,29.37025,1
1.8,36.8,39,-93.74444,29.58284,1
0.0,0.0,0,-92.00995,29.32411,1
7.8,310.2,314,-94.5387,29.251,2
0.1,320.9,74,-96.87859,27.78467,2
4.2,90.2,80,-83.13155,27.58938,0
10.3,307.1,308,-94.37069,29.13588,2
0.0,0.0,0,-94.67077,29.22431,1
5.9,249.0,246,-95.23117,29.72452,2
15.8,114.4,115,-89.42694,29.35843,1
0.0,0.0,0,-96.84756,27.34075,1
0.0,0.0,0,-94.59978,29.31883,1
0.0,0.0,0,-95.28496,29.74646,1
0.0,0.0,0,-94.78014,29.36235,1
7.4,51.0,38,-94.77175,27.17337,1
10.2,310.0,309,-94.36765,29.13378,2
5.9,281.8,301,-96.87267,27.8056,2
0.0,0.0,0,-95.20447,29.74185,1
0.0,0.0,0,-90.08111,29.90114,1
0.0,0.0,0,-93.32482,29.79502,1
0.0,0.0,0,-93.32483,29.79501,1
0.0,0.0,0,-90.21441,29.14263,1
16.3,319.1,321,-92.92045,28.27512,2
16.3,319.1,321,-92.91441,28.26889,2
11.8,276.9,275,-95.63507,25.49415,2
5.0,296.6,319,-96.87457,27.80618,2
1.7,244.0,176,-88.88835,29.41534,2
6.2,256.0,252,-95.22903,29.7252,2
1.2,239.5,204,-88.88799,29.41552,2
0.0,0.0,0,-93.25009,30.21798,1
0.0,0.0,0,-91.09841,29.69116,1
0.0,0.0,0,-91.09842,29.69116,1
0.0,0.0,0,-95.18776,29.74643,1
11.9,295.2,294,-89.94038,28.95012,2
9.3,322.0,324,-94.9461,29.59834,2
0.0,0.0,0,-97.19163,27.82252,1
0.0,0.0,0,-90.28407,29.96332,1
0.0,0.0,0,-97.1916,27.82252,1
0.0,0.0,0,-94.54286,29.31358,1
0.2,260.8,511,-89.24057,28.96708,2
10.2,54.0,36,-94.7637,27.17888,1
0.0,0.0,0,-95.3186,28.93897,1
4.8,280.6,283,-93.92235,29.9889,2
0.0,0.0,0,-94.48638,29.28034,1
2.5,30.4,61,-80.01059,26.09112,0
6.6,134.1,136,-81.10727,32.09625,1
0.0,0.0,0,-96.91008,27.82035,1
0.0,0.0,0,-91.10173,29.65441,1
11.8,297.4,298,-95.67488,27.2614,2
4.1,91.6,80,-83.13007,27.58937,0
0.0,0.0,0,-95.1288,29.7365,1
0.0,0.0,0,-94.73209,29.3502,1
0.0,0.0,0,-80.07175,26.12137,0
0.0,0.0,0,-92.14278,29.79145,1
0.0,0.0,0,-90.199,29.12094,1
0.3,281.2,217,-93.32703,29.78558,2
0.0,0.0,0,-95.28496,29.74647,1
0.0,0.0,0,-94.57544,29.32591,1
0.0,0.0,0,-95.27554,29.73067,1
0.0,0.0,0,-89.35585,29.25758,1
11.5,331.8,337,-89.15548,28.37417,2
0.0,0.0,0,-80.12342,26.09525,0
3.1,182.0,188,-79.5467,25.89546,0
3.1,187.0,188,-79.54659,25.89645,0
16.0,119.2,120,-89.42204,29.35625,1
0.0,0.0,0,-89.33984,28.88611,1
2.2,218.8,141,-89.59614,28.46481,2
0.0,0.0,0,-88.50895,30.3393,1
6.3,135.8,136,-81.1055,32.09471,1
0.0,0.0,0,-94.6001,29.3192,1
10.2,307.8,309,-94.37328,29.13761,2
11.8,277.2,274,-95.63986,25.4947,2
0.0,0.0,0,-90.08112,29.90114,1
5.0,242.0,241,-95.23295,29.72377,2
0.0,0.0,0,-94.78014,29.36233,1
0.0,0.0,0,-94.78015,29.36234,1
14.1,146.5,145,-89.37207,29.30852,2
10.4,256.1,260,-81.82967,23.71768,0
11.8,297.5,298,-95.67113,27.25966,2
10.0,327.3,326,-94.92991,29.57707,2
10.0,327.0,326,-94.93196,29.57981,2
16.1,125.1,129,-89.41725,29.35371,1
3.2,183.0,188,-79.5468,25.89447,0
0.0,0.0,0,-89.35585,29.25758,1
0.0,0.0,0,-96.8132,27.82918,1
5.7,135.1,136,-81.10386,32.09332,1
0.0,0.0,0,-95.00384,29.68062,1
0.1,208.7,511,-89.24053,28.96708,2
0.0,0.0,0,-90.21439,29.14262,1
0.0,0.0,0,-94.88937,29.37023,1
0.7,306.8,50,-93.7442,29.58356,2
9.9,297.9,298,-89.89424,29.61585,2
17.5,149.2,146,-80.2662,28.09513,0
0.0,0.0,0,-80.12085,26.07457,0
0.0,0.0,0,-94.67079,29.22437,1
0.0,0.0,0,-94.5248,29.28343,1
0.0,0.0,0,-93.62479,29.4103,1
0.8,304.2,225,-93.32717,29.78565,2
0.0,0.0,0,-90.21438,29.14265,1
0.0,0.0,0,-92.00993,29.32411,1
0.0,0.0,0,-93.97021,30.01072,1
0.0,0.0,0,-90.08111,29.90114,1
0.0,0.0,0,-90.43935,29.99228,1
0.0,0.0,0,-96.91009,27.82039,1
2.1,237.3,511,-89.49825,28.92561,2
0.0,0.0,0,-97.06946,27.84014,1
14.8,292.7,511,-93.22476,29.34259,2
0.0,0.0,0,-91.09842,29.69111,1
13.4,72.2,511,-89.26428,28.91787,2
0.0,0.0,0,-89.35571,29.25748,1
0.0,0.0,0,-80.07234,26.13418,0
13.5,307.6,308,-94.12141,29.00206,2
8.2,251.3,251,-81.17527,24.37051,0
0.0,0.0,0,-94.77329,29.32874,1
3.0,56.1,68,-80.00992,26.09173,0
4.5,332.8,344,-94.54824,29.29627,2
12.1,217.0,217,-88.94913,28.7296,2
12.0,217.0,216,-88.95172,28.72662,2
0.0,0.0,0,-93.32484,29.79501,1
9.9,178.0,181,-79.50455,27.03901,0
0.0,0.0,0,-94.51368,29.15252,1
2.2,217.6,141,-89.59659,28.46427,2
0.0,0.0,0,-93.9702,30.01072,1
13.2,305.7,305,-93.06666,28.33343,2
0.0,0.0,0,-95.28493,29.74645,1
9.7,255.8,256,-81.64042,24.16912,0
12.5,4.5,5,-83.31018,26.43608,0
11.1,276.3,280,-82.48725,24.292,0
0.0,0.0,0,-97.07001,27.84392,1
0.0,0.0,0,-94.60007,29.31915,1
0.0,0.0,0,-90.28409,29.96333,1
0.0,0.0,0,-90.2144,29.14261,1
0.0,0.0,0,-88.50893,30.33928,1
0.0,0.0,0,-94.55422,29.2937,1
0.0,0.0,0,-89.35586,29.25759,1
6.8,335.0,337,-89.392,28.75225,2
0.0,0.0,0,-95.2756,29.73065,1
0.0,0.0,0,-93.34707,29.77229,1
0.0,0.0,0,-90.21439,29.14265,1
0.0,0.0,0,-90.21438,29.14265,1
0.1,267.1,16,-80.07196,26.12185,0
0.1,232.3,357,-94.88936,29.37025,2
0.0,0.0,0,-91.0984,29.69113,1
0.0,0.0,0,-97.19162,27.8225,1
0.0,0.0,0,-96.84362,27.3399,1
0.0,0.0,0,-96.52012,27.77167,1
18.6,24.4,511,-89.27377,29.10415,2
0.0,0.0,0,-82.45638,27.94075,0
0.0,0.0,0,-90.20367,29.13609,1
0.0,0.0,0,-96.5201,27.77166,1
16.3,214.1,511,-88.98061,29.08892,2
0.0,0.0,0,-94.57543,29.32605,1
2.0,204.0,218,-79.99496,26.04177,0
0.0,0.0,0,-95.28494,29.74644,1
0.0,0.0,0,-91.10171,29.6544,1
4.4,239.0,234,-95.23443,29.72305,2
0.0,0.0,0,-95.28496,29.74647,1
0.0,0.0,0,-94.46931,29.25563,1
0.0,0.0,0,-91.10171,29.65443,1
0.0,0.0,0,-80.12304,26.0912,0
10.6,336.3,338,-94.80536,29.37457,2
0.6,307.5,235,-88.88367,29.41772,2
11.9,250.9,252,-81.48357,23.77294,0
0.0,0.0,0,-97.20658,27.82093,1
12.9,267.5,270,-91.94412,27.90547,2
0.0,0.0,0,-89.35573,29.25747,1
0.0,0.0,0,-94.60003,29.31912,1
0.0,0.0,0,-90.28413,29.96335,1
1.7,224.5,234,-79.9957,26.04077,0
0.0,0.0,0,-93.62488,29.41005,1
0.2,254.2,14,-88.50898,30.33927,1
0.0,0.0,0,-90.21439,29.14263,1
0.0,0.0,0,-90.21438,29.14262,1
0.0,0.0,0,-96.80873,27.82935,1
8.2,249.2,250,-81.18423,24.36757,0
14.8,305.7,511,-93.23281,29.34602,2
0.0,0.0,0,-97.06972,27.84003,1
0.0,0.0,0,-97.07,27.84391,1
2.1,262.6,511,-89.5482,28.93631,2
0.4,54.7,67,-94.49033,28.80098,1
0.1,20.9,66,-94.55419,29.29367,1
0.1,229.5,357,-94.88938,29.37025,2
5.6,162.2,162,-93.95376,29.80387,2
12.6,28.0,29,-96.1664,24.92988,1
0.0,0.0,0,-94.59968,29.31878,1
0.0,0.0,0,-93.32478,29.79503,1
0.0,0.0,0,-93.3248,29.79501,1
0.0,0.0,0,-94.6227,29.19527,1
0.0,0.0,0,-89.35588,29.2576,1
0.0,0.0,0,-91.09842,29.69114,1
0.0,0.0,0,-88.50893,30.33931,1
0.0,0.0,0,-80.12087,26.07455,0
0.0,0.0,0,-91.10172,29.65443,1
0.0,0.0,0,-94.77403,29.32728,1
12.5,126.0,129,-80.17497,28.066,0
12.3,101.0,96,-80.72014,30.0208,1
0.0,0.0,0,-94.67086,29.22442,1
8.0,146.8,146,-93.85973,29.71843,1
3.7,355.8,1,-94.54923,29.3015,2
0.0,0.0,0,-95.28494,29.74648,1
0.0,0.0,0,-96.52012,27.7717,1
0.0,0.0,0,-90.08108,29.90115,1
102.3,360.0,511,-91.09842,29.691,2
0.0,0.0,0,-89.35572,29.25748,1
102.3,360.0,511,-91.09839,29.69099,2
11.2,276.1,278,-82.5112,24.29462,0
0.0,0.0,0,-89.76524,29.54271,1
12.9,117.4,118,-86.28886,28.6567,1
8.1,304.9,308,-96.6511,27.66293,2
9.4,346.9,341,-95.96233,26.89814,2
0.0,0.0,0,-93.32482,29.79502,1
11.9,232.0,232,-88.20477,30.04095,2
0.0,0.0,0,-89.90824,29.88983,1
0.0,0.0,0,-89.90787,29.88984,1
0.0,0.0,0,-92.1432,29.7917,1
0.0,0.0,0,-94.55419,29.29366,1
0.0,0.0,0,-95.31858,28.93898,1
0.1,320.3,198,-96.84262,27.34419,2
0.0,0.0,0,-90.199,29.12097,1
0.0,0.0,0,-95.20447,29.74184,1
13.2,73.0,511,-89.23201,28.9272,2
10.6,127.2,511,-89.32535,29.25638,2
18.6,19.9,511,-89.25717,29.13497,2
11.7,311.3,315,-93.90841,28.86988,2
0.0,0.0,0,-94.51367,29.15249,1
0.0,0.0,0,-91.60733,29.1909,1
9.7,267.0,264,-81.66451,24.1681,0
8.0,108.4,104,-80.16545,25.7662,0
0.0,0.0,0,-90.21439,29.1426,1
0.0,0.0,0,-97.19161,27.82251,1
0.1,330.7,71,-94.49026,28.80113,2
2.4,256.6,145,-88.89458,29.41281,2
0.0,0.0,0,-97.3788,25.95844,1
0.0,0.0,0,-96.52018,27.77163,1
0.0,0.0,0,-80.11612,26.08111,0
11.6,307.7,305,-94.71944,25.10563,2
0.0,0.0,0,-94.60007,29.31915,1
0.0,0.0,0,-94.5997,29.31878,1
0.1,342.0,253,-90.28408,29.96332,2
0.0,0.0,0,-80.1231,26.09117,0
0.0,0.0,0,-94.46936,29.25565,1
0.0,0.0,0,-81.13607,32.1254,1
0.0,0.0,0,-94.88937,29.37022,1
0.0,0.0,0,-93.32483,29.795,1
0.0,0.0,0,-93.34723,29.77293,1
0.0,0.0,0,-80.1161,26.08109,0
0.0,0.0,0,-95.00384,29.68063,1
0.0,0.0,0,-88.50894,30.3393,1
0.0,0.0,0,-94.54336,29.29906,1
13.5,305.5,307,-94.15481,29.02369,2
0.1,105.0,60,-94.55422,29.29369,1
0.0,0.0,0,-95.28494,29.74646,1
12.4,130.0,129,-80.16073,28.05494,0
12.9,117.3,118,-86.2847,28.65479,1
12.4,4.9,5,-83.30653,26.47573,0
2.1,265.7,511,-89.55246,28.93591,2
0.0,0.0,0,-90.21103,29.14615,1
0.1,320.3,198,-96.84255,27.34421,2
0.0,0.0,0,-97.06968,27.84003,1
0.0,0.0,0,-96.80887,27.82827,1
0.0,0.0,0,-90.30347,29.95478,1
0.0,0.0,0,-94.54314,29.31283,1
0.0,0.0,0,-80.24542,25.79637,0
13.2,304.6,305,-93.11811,28.36462,2
0.0,0.0,0,-93.32484,29.79501,1
11.6,307.5,305,-94.72464,25.10923,2
11.8,251.3,252,-81.51138,23.76428,0
0.0,0.0,0,-93.71548,29.35928,1
0.1,360.0,511,-92.69098,29.33917,2
0.2,352.0,82,-94.55417,29.29361,2
8.1,302.4,301,-96.66508,27.67156,2
102.3,360.0,511,-91.09843,29.69098,2
10.1,251.5,246,-80.40535,24.55345,0
11.2,186.5,188,-79.60374,25.22019,0
0.0,0.0,0,-90.21441,29.14264,1
0.0,0.0,0,-93.6248,29.40989,1
0.0,0.0,0,-90.0811,29.90115,1
0.0,0.0,0,-80.25594,25.80412,0
10.1,201.6,202,-79.65587,24.97784,0
13.6,324.2,324,-94.39371,27.56493,2
0.0,0.0,0,-89.33948,28.88566,1
18.5,344.8,511,-89.25547,29.16342,2
10.1,201.4,201,-79.65851,24.97169,0
0.0,0.0,0,-95.20448,29.74185,1
16.3,213.9,511,-89.01067,29.05469,2
0.0,0.0,0,-94.48588,29.2781,1
0.0,0.0,0,-91.09842,29.69115,1
7.8,272.2,273,-80.5888,28.40967,2
0.0,0.0,0,-91.09842,29.69114,1
0.0,0.0,0,-91.09842,29.69116,1
0.1,222.2,18,-80.07203,26.12176,0
0.0,0.0,0,-94.59957,29.31877,1
9.4,345.0,341,-95.96719,26.91612,2
4.9,324.9,329,-81.1306,32.11889,2
0.0,0.0,0,-94.54306,29.29859,1
0.0,0.0,0,-95.00144,29.61277,1
0.0,0.0,0,-94.57516,29.32546,1
0.0,0.0,0,-97.06966,27.84006,1
0.0,0.0,0,-97.06915,27.84011,1
0.0,0.0,0,-90.08111,29.90113,1
0.1,219.4,14,-88.50894,30.3393,1
0.0,0.0,0,-90.21438,29.14264,1
8.0,85.9,96,-80.14116,25.76602,0
0.0,0.0,0,-80.0735,26.1349,0
3.9,326.5,332,-81.13227,32.12113,2
0.0,0.0,0,-94.48652,29.27941,1
0.0,0.0,0,-91.86914,29.33251,1
0.0,0.0,0,-93.3248,29.79501,1
0.0,0.0,0,-80.12306,26.0912,0
0.1,342.0,257,-90.28408,29.96333,2
0.0,0.0,0,-97.06921,27.84013,1
0.0,0.0,0,-94.55422,29.2937,1
0.0,0.0,0,-94.45453,29.24601,1
0.0,0.0,0,-93.62501,29.41051,1
11.1,275.2,278,-82.54576,24.2986,0
0.0,0.0,0,-96.5202,27.77167,1
0.0,0.0,0,-95.00144,29.61277,1
6.6,270.8,271,-80.59698,28.40978,2
0.0,0.0,0,-90.21438,29.14264,1
11.8,251.4,251,-81.52618,23.75974,0
13.3,75.7,511,-89.20002,28.93622,2
0.0,0.0,0,-80.24541,25.79638,0
0.1,289.9,71,-89.33945,28.88562,2
0.0,0.0,0,-94.51361,29.15246,1
0.0,0.0,0,-80.25606,25.80399,0
7.0,322.8,340,-89.412,28.77956,2
13.6,129.9,130,-89.31798,29.24936,1
9.4,344.5,341,-95.9689,26.92157,2
0.0,0.0,0,-91.86914,29.33252,1
8.1,294.1,295,-96.67297,27.67526,2
0.1,188.1,511,-91.60732,29.19087,2
2.1,332.5,336,-81.13451,32.12434,2
10.1,201.6,202,-79.66243,24.96254,0
6.7,155.7,156,-82.45305,27.93118,0
11.8,230.0,232,-88.23208,30.02203,2
0.0,0.0,0,-97.20662,27.82093,1
9.5,303.1,307,-93.9349,28.88951,2
0.0,0.0,0,-93.18428,29.32254,1
9.8,269.9,267,-81.69832,24.16781,0
12.2,312.0,315,-94.32007,28.77118,2
0.0,0.0,0,-92.14321,29.79171,1
0.0,0.0,0,-96.90783,27.82223,1
6.1,271.9,271,-80.60165,28.40988,2
1.2,321.4,332,-81.13524,32.12521,2
0.0,0.0,0,-80.12085,26.07457,0
102.3,360.0,511,-91.09843,29.69099,2
0.1,343.2,282,-90.36917,29.94096,2
9.4,345.1,342,-95.97161,26.93045,2
0.0,0.0,0,-80.11615,26.08112,0
13.5,304.9,307,-94.18064,29.03957,2
0.0,0.0,0,-90.08107,29.90113,1
0.0,0.0,0,-89.76556,29.54253,1
0.1,223.2,19,-80.07208,26.12168,0
11.2,184.5,187,-79.60545,25.20267,0
0.0,0.0,0,-94.52504,29.28212,1
8.0,251.8,251,-81.22343,24.35555,0
0.0,0.0,0,-90.30317,29.9547,1
12.3,323.3,324,-92.6327,27.92278,2
4.2,87.7,511,-89.53905,28.93496,2
6.4,13.0,511,-94.77518,29.33292,2
0.0,0.0,0,-94.51282,29.15266,1
12.4,4.5,5,-83.30378,26.50528,0
0.0,0.0,0,-91.09841,29.69111,1
0.1,88.2,358,-89.9082,29.88989,2
0.0,0.0,0,-94.46933,29.2556,1
7.1,115.0,118,-80.13179,25.76311,0
9.9,248.9,245,-80.43587,24.54287,0
0.0,0.0,0,-94.54312,29.31277,1
0.0,0.0,0,-94.77326,29.32875,1
0.0,0.0,0,-97.1916,27.8225,1
0.1,108.6,356,-80.07228,26.13414,0
4.6,30.0,511,-94.77453,29.33436,2
11.2,185.5,188,-79.60608,25.19603,0
0.5,97.9,271,-90.36899,29.941,2
13.7,136.0,135,-89.30351,29.23675,2
0.0,0.0,0,-80.24541,25.79639,0
102.3,360.0,511,-91.09844,29.69096,2
6.0,270.0,271,-80.60622,28.41,2
0.0,0.0,0,-93.32483,29.79499,1
0.0,0.0,0,-90.30318,29.9547,1
8.1,251.0,251,-81.22657,24.35461,0
0.0,0.0,0,-90.43936,29.99227,1
0.0,0.0,0,-82.55976,27.6331,0
0.0,0.0,0,-97.06971,27.84002,1
11.8,252.0,252,-81.55112,23.75213,0
0.0,0.0,0,-80.62612,28.41192,0
11.8,327.1,327,-94.90587,29.54627,2
0.0,0.0,0,-80.12086,26.07458,0
0.0,0.0,0,-80.12085,26.07455,0
8.2,291.5,295,-96.68406,27.6792,2
0.0,0.0,0,-91.60732,29.19088,1
6.1,271.7,270,-80.60846,28.41002,2
0.0,0.0,0,-94.88936,29.37023,1
0.1,262.6,356,-94.88938,29.37026,2
0.0,0.0,0,-94.60008,29.3191,1
0.0,0.0,0,-95.09792,29.74722,1
0.0,0.0,0,-95.09792,29.7472,1
0.0,0.0,0,-89.35572,29.25748,1
102.3,360.0,511,-91.09846,29.69103,2
0.0,0.0,0,-93.34725,29.77299,1
0.0,0.0,0,-93.32486,29.79499,1
0.0,0.0,0,-93.32485,29.795,1
0.0,0.0,0,-97.20663,27.82095,1
0.0,0.0,0,-88.50896,30.33929,1
0.3,272.1,336,-81.13598,32.12539,2
0.0,0.0,0,-94.47045,29.25714,1
1.1,34.2,151,-79.96278,26.08471,0
0.0,0.0,0,-93.1847,29.32172,1
0.0,0.0,0,-93.1847,29.32181,1
0.1,88.2,0,-89.9083,29.88982,1
6.5,9.9,511,-94.77203,29.33834,2
0.1,136.8,287,-96.5202,27.77151,2
0.0,0.0,0,-80.1161,26.08109,0
0.0,0.0,0,-97.06982,27.844,1
17.7,103.4,511,-89.89293,29.02328,2
0.0,0.0,0,-97.06981,27.84401,1
0.0,0.0,0,-91.29707,29.68523,1
0.0,0.0,0,-93.32484,29.79501,1
0.0,0.0,0,-92.1432,29.79171,1
0.0,0.0,0,-94.45362,29.24423,1
0.0,0.0,0,-94.45455,29.24603,1
0.0,0.0,0,-95.12882,29.73651,1
8.1,253.3,252,-81.23471,24.35221,0
13.1,307.1,309,-94.20988,29.05806,2
0.0,0.0,0,-93.6248,29.40996,1
10.5,277.6,279,-82.57264,24.30182,0
13.7,141.3,140,-89.29311,29.22696,2
11.7,229.0,229,-88.25933,30.00253,2
0.0,0.0,0,-91.10174,29.65442,1
0.0,0.0,0,-90.43936,29.99227,1
